CUSTKEY,CUSTNAME,CUSTADDRESS,SEGMENT,SUPPKEY,SUPPNAME,SUPPADDRESS,NATIONKEY,NATION,REGIONKEY,REGION,PARTKEY,PARTNAME,BRAND,MANUFACTURE,TYPE,QUANTITY,EXTENDEDPRICE,TAX
148,Customer#000000148,BhSPlEWGvIJyT9swk vCWE,HOUSEHOLD,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,120,pink powder mint moccasin navajo,Brand#14,Manufacturer#1,SMALL ANODIZED NICKEL,29,29583.48,0.06
148,Customer#000000148,BhSPlEWGvIJyT9swk vCWE,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,66,cornflower pale almond lemon linen,Brand#35,Manufacturer#3,PROMO ANODIZED NICKEL,9,8694.54,0.08
79,Customer#000000079,"n5hH2ftkVRwW8idtD,BmM2",MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,63,burnished puff coral light papaya,Brand#32,Manufacturer#3,STANDARD BURNISHED NICKEL,34,32744.04,0.01
134,Customer#000000134,sUiZ78QCkTQPICKpA9OBzkUp2FM,BUILDING,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,191,mint midnight puff forest peach,Brand#31,Manufacturer#3,MEDIUM POLISHED BRASS,6,6547.14,0.05
1,Customer#000000001,"IVhzIApeRb ot,c,E",BUILDING,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,183,ivory white burnished papaya cornflower,Brand#52,Manufacturer#5,PROMO POLISHED STEEL,29,15706.11,0.035
113,Customer#000000113,"eaOl5UBXIvdY57rglaIzqvfPD,MYfK",BUILDING,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,21,lemon floral azure frosted lime,Brand#33,Manufacturer#3,SMALL BURNISHED TIN,23,21183.46,0.05
149,Customer#000000149,3byTHCp2mNLPigUrrq,AUTOMOBILE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,76,rosy light lime puff sandy,Brand#34,Manufacturer#3,MEDIUM BRUSHED COPPER,34,33186.38,0.06
67,Customer#000000067,rfG0cOgtr5W8 xILkwp9fpCS8,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,191,mint midnight puff forest peach,Brand#31,Manufacturer#3,MEDIUM POLISHED BRASS,47,51285.93,0
44,Customer#000000044,"Oi,dOSPwDu4jo4x,,P85E0dmhZGvNtBwi",AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,34,khaki steel rose ghost salmon,Brand#13,Manufacturer#1,LARGE BRUSHED STEEL,47,43899.41,0.06
2,Customer#000000002,"XSTf4,NCwDVaWNe6tEgvwfmRchLXak",AUTOMOBILE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,82,khaki tomato purple almond tan,Brand#15,Manufacturer#1,ECONOMY POLISHED TIN,42,41247.36,0.03
52,Customer#000000052,7 QOqGqqSy9jfV51BC71jcHJSD0,HOUSEHOLD,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,44,saddle cream wheat lemon burnished,Brand#45,Manufacturer#4,MEDIUM PLATED TIN,32,30209.28,0
11,Customer#000000011,PkWS 3HlXqwTuzrKg633BEi,BUILDING,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,189,dodger moccasin lemon purple thistle,Brand#22,Manufacturer#2,MEDIUM BRUSHED BRASS,4,4356.72,0.06
112,Customer#000000112,RcfgG3bO7QeCnfjqJT1,FURNITURE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,81,misty sandy cornsilk dodger blush,Brand#53,Manufacturer#5,ECONOMY BRUSHED TIN,9,8829.72,0.08
148,Customer#000000148,BhSPlEWGvIJyT9swk vCWE,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,52,lemon midnight lace sky deep,Brand#35,Manufacturer#3,STANDARD BURNISHED TIN,48,45698.4,0.03
143,Customer#000000143,681r22uL452zqk 8By7I9o9enQfx0,MACHINERY,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,198,orange cornflower indian aquamarine white,Brand#41,Manufacturer#4,PROMO BRUSHED NICKEL,5,5490.95,0.01
16,Customer#000000016,"cYiaeMLZSMAOQ2 d0W,",FURNITURE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,66,cornflower pale almond lemon linen,Brand#35,Manufacturer#3,PROMO ANODIZED NICKEL,15,14490.9,0.06
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,54,blanched mint yellow papaya cyan,Brand#21,Manufacturer#2,LARGE BURNISHED COPPER,13,12402.65,0.04
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,124,wheat blush forest metallic navajo,Brand#32,Manufacturer#3,PROMO ANODIZED STEEL,6,6144.72,0.02
49,Customer#000000049,"cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl",FURNITURE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,122,gainsboro royal forest dark lace,Brand#21,Manufacturer#2,MEDIUM ANODIZED TIN,20,20442.4,0
149,Customer#000000149,3byTHCp2mNLPigUrrq,AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,59,misty brown medium mint salmon,Brand#53,Manufacturer#5,MEDIUM POLISHED TIN,49,46993.45,0.05
97,Customer#000000097,"OApyejbhJG,0Iw3j rd1M",AUTOMOBILE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,92,blush magenta ghost tomato rose,Brand#22,Manufacturer#2,STANDARD ANODIZED TIN,19,18849.71,0.06
62,Customer#000000062,"upJK2Dnw13,",MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,94,blanched pink frosted mint snow,Brand#35,Manufacturer#3,STANDARD POLISHED BRASS,2,1988.18,0.06
62,Customer#000000062,"upJK2Dnw13,",MACHINERY,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,152,white sky antique tomato chartreuse,Brand#53,Manufacturer#5,MEDIUM POLISHED STEEL,13,13677.95,0.07
46,Customer#000000046,eaTXWWm10L9,AUTOMOBILE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,51,lime frosted indian dodger linen,Brand#45,Manufacturer#4,ECONOMY BURNISHED NICKEL,23,21874.15,0
7,Customer#000000007,TcGe5gaZNgVePxU5kRrvXBfkasDTea,AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,60,snow spring sandy olive tomato,Brand#11,Manufacturer#1,LARGE POLISHED COPPER,45,43202.7,0.02
49,Customer#000000049,"cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl",FURNITURE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,49,light firebrick cyan puff blue,Brand#24,Manufacturer#2,SMALL BURNISHED TIN,25,23726,0.08
124,Customer#000000124,"aTbyVAW5tCd,v09O",AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,153,linen frosted slate coral peru,Brand#11,Manufacturer#1,STANDARD PLATED TIN,1,1053.15,0.06
145,Customer#000000145,kQjHmt2kcec cy3hfMh969u,HOUSEHOLD,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,58,linen hot cornsilk drab bisque,Brand#53,Manufacturer#5,STANDARD POLISHED TIN,7,6706.35,0.01
145,Customer#000000145,kQjHmt2kcec cy3hfMh969u,HOUSEHOLD,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,147,honeydew orange dodger linen lace,Brand#11,Manufacturer#1,MEDIUM PLATED COPPER,14,14659.96,0.07
128,Customer#000000128,AmKUMlJf2NRHcKGmKjLS,HOUSEHOLD,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,113,almond seashell azure blanched light,Brand#31,Manufacturer#3,PROMO POLISHED TIN,20,20262.2,0.02
70,Customer#000000070,mFowIuhnHjp2GjCiYYavkW kUwOjIaTCQ,FURNITURE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,128,dark burlywood burnished snow sky,Brand#22,Manufacturer#2,PROMO PLATED TIN,2,2056.24,0.03
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,193,turquoise lime royal metallic azure,Brand#45,Manufacturer#4,ECONOMY BURNISHED BRASS,29,31702.51,0.01
14,Customer#000000014,KXkletMlL2JQEA ,FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,117,tomato honeydew pale red yellow,Brand#14,Manufacturer#1,SMALL BRUSHED TIN,42,42718.62,0.06
55,Customer#000000055,zIRBR4KNEl HzaiV3a i9n6elrxzDEh8r8pDom,MACHINERY,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,105,dodger slate pale mint navajo,Brand#15,Manufacturer#1,SMALL POLISHED COPPER,30,30153,0
55,Customer#000000055,zIRBR4KNEl HzaiV3a i9n6elrxzDEh8r8pDom,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,48,slate thistle cornsilk pale forest,Brand#53,Manufacturer#5,STANDARD BRUSHED STEEL,21,19908.84,0.06
55,Customer#000000055,zIRBR4KNEl HzaiV3a i9n6elrxzDEh8r8pDom,MACHINERY,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,92,blush magenta ghost tomato rose,Brand#22,Manufacturer#2,STANDARD ANODIZED TIN,7,6944.63,0.05
2,Customer#000000002,"XSTf4,NCwDVaWNe6tEgvwfmRchLXak",AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,131,tomato moccasin cyan brown goldenrod,Brand#52,Manufacturer#5,STANDARD ANODIZED BRASS,25,25778.25,0
67,Customer#000000067,rfG0cOgtr5W8 xILkwp9fpCS8,MACHINERY,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,152,white sky antique tomato chartreuse,Brand#53,Manufacturer#5,MEDIUM POLISHED STEEL,46,48398.9,0
131,Customer#000000131,"jyN6lAjb1FtH10rMC,XzlWyCBrg75",HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,145,navajo lavender chocolate deep hot,Brand#53,Manufacturer#5,PROMO BRUSHED COPPER,10,10451.4,0.04
97,Customer#000000097,"OApyejbhJG,0Iw3j rd1M",AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,13,ghost olive orange rosy thistle,Brand#55,Manufacturer#5,MEDIUM BURNISHED NICKEL,27,24651.27,0.01
50,Customer#000000050,9SzDYlkzxByyJ1QeTI o,MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,13,ghost olive orange rosy thistle,Brand#55,Manufacturer#5,MEDIUM BURNISHED NICKEL,8,7304.08,0.05
35,Customer#000000035,TEjWGE4nBzJL2,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,117,tomato honeydew pale red yellow,Brand#14,Manufacturer#1,SMALL BRUSHED TIN,25,25427.75,0.08
145,Customer#000000145,kQjHmt2kcec cy3hfMh969u,HOUSEHOLD,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,117,tomato honeydew pale red yellow,Brand#14,Manufacturer#1,SMALL BRUSHED TIN,49,49838.39,0
2,Customer#000000002,"XSTf4,NCwDVaWNe6tEgvwfmRchLXak",AUTOMOBILE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,177,indian turquoise purple green spring,Brand#21,Manufacturer#2,MEDIUM BRUSHED STEEL,44,47395.48,0.08
46,Customer#000000046,eaTXWWm10L9,AUTOMOBILE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,42,midnight turquoise lawn beige thistle,Brand#52,Manufacturer#5,MEDIUM BURNISHED TIN,7,6594.28,0.02
134,Customer#000000134,sUiZ78QCkTQPICKpA9OBzkUp2FM,BUILDING,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,174,hot cornflower slate saddle pale,Brand#15,Manufacturer#1,ECONOMY BRUSHED COPPER,21,22557.57,0.06
50,Customer#000000050,9SzDYlkzxByyJ1QeTI o,MACHINERY,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,76,rosy light lime puff sandy,Brand#34,Manufacturer#3,MEDIUM BRUSHED COPPER,44,42947.08,0.05
38,Customer#000000038,a5Ee5e9568R8RLP 2ap7,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,78,blush forest slate seashell puff,Brand#14,Manufacturer#1,ECONOMY POLISHED STEEL,20,19561.4,0.07
124,Customer#000000124,"aTbyVAW5tCd,v09O",AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,148,yellow white ghost lavender salmon,Brand#31,Manufacturer#3,STANDARD PLATED STEEL,1,1048.14,0.05
97,Customer#000000097,"OApyejbhJG,0Iw3j rd1M",AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,1,goldenrod lavender spring chocolate lace,Brand#13,Manufacturer#1,PROMO BURNISHED COPPER,40,36040,0.05
61,Customer#000000061,9kndve4EAJxhg3veF BfXr7AqOsT39o gtqjaYE,FURNITURE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,85,dim deep aquamarine smoke pale,Brand#55,Manufacturer#5,PROMO ANODIZED NICKEL,33,32507.64,0.05
31,Customer#000000031,LUACbO0viaAv6eXOAebryDB xjVst,HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,21,lemon floral azure frosted lime,Brand#33,Manufacturer#3,SMALL BURNISHED TIN,19,17499.38,0.01
52,Customer#000000052,7 QOqGqqSy9jfV51BC71jcHJSD0,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,47,honeydew red azure magenta brown,Brand#45,Manufacturer#4,LARGE BURNISHED BRASS,46,43563.84,0.03
109,Customer#000000109,OOOkYBgCMzgMQXUmkocoLb56rfrdWp2NE2c,BUILDING,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,92,blush magenta ghost tomato rose,Brand#22,Manufacturer#2,STANDARD ANODIZED TIN,47,46628.23,0.06
145,Customer#000000145,kQjHmt2kcec cy3hfMh969u,HOUSEHOLD,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,197,lawn lemon khaki rosy blue,Brand#52,Manufacturer#5,SMALL ANODIZED COPPER,39,42790.41,0.08
91,Customer#000000091,S8OMYFrpHwoNHaGBeuS6E 6zhHGZiprw1b7 q,AUTOMOBILE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,101,powder deep lavender violet gainsboro,Brand#32,Manufacturer#3,LARGE ANODIZED STEEL,5,5005.5,0.03
91,Customer#000000091,S8OMYFrpHwoNHaGBeuS6E 6zhHGZiprw1b7 q,AUTOMOBILE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,73,cream moccasin royal dim chiffon,Brand#21,Manufacturer#2,SMALL BRUSHED COPPER,37,36003.59,0
49,Customer#000000049,"cNgAeX7Fqrdf7HQN9EwjUa4nxT,68L FKAxzl",FURNITURE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,143,bisque dodger blanched steel maroon,Brand#34,Manufacturer#3,ECONOMY PLATED TIN,32,33380.48,0.03
100,Customer#000000100,fptUABXcmkC5Wx,FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,77,mint bisque chiffon snow firebrick,Brand#52,Manufacturer#5,STANDARD BRUSHED COPPER,28,27357.96,0.05
76,Customer#000000076,"m3sbCvjMOHyaOofH,e UkGPtqc4",FURNITURE,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,35,green blush tomato burlywood seashell,Brand#43,Manufacturer#4,MEDIUM ANODIZED BRASS,31,28985.93,0.08
2,Customer#000000002,"XSTf4,NCwDVaWNe6tEgvwfmRchLXak",AUTOMOBILE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,103,navy sky spring orchid forest,Brand#25,Manufacturer#2,MEDIUM PLATED BRASS,39,39120.9,0.05
4,Customer#000000004,XxVSJsLAGtn,MACHINERY,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,191,mint midnight puff forest peach,Brand#31,Manufacturer#3,MEDIUM POLISHED BRASS,41,44738.79,0.01
31,Customer#000000031,LUACbO0viaAv6eXOAebryDB xjVst,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,61,light tan linen tomato peach,Brand#54,Manufacturer#5,SMALL BURNISHED NICKEL,33,31714.98,0.03
1,Customer#000000001,"IVhzIApeRb ot,c,E",BUILDING,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,5,forest brown coral puff cream,Brand#32,Manufacturer#3,STANDARD POLISHED TIN,30,27150,0.01
1,Customer#000000001,"IVhzIApeRb ot,c,E",BUILDING,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,193,turquoise lime royal metallic azure,Brand#45,Manufacturer#4,ECONOMY BURNISHED BRASS,13,14211.47,0
4,Customer#000000004,XxVSJsLAGtn,MACHINERY,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,51,lime frosted indian dodger linen,Brand#45,Manufacturer#4,ECONOMY BURNISHED NICKEL,4,3804.2,0
10,Customer#000000010,6LrEaV6KR6PLVcgl2ArL Q3rqzLzcT1 v2,HOUSEHOLD,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,175,magenta blue chartreuse tan green,Brand#11,Manufacturer#1,PROMO ANODIZED TIN,24,25804.08,0.07
82,Customer#000000082,"zhG3EZbap4c992Gj3bK,3Ne,Xn",AUTOMOBILE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,3,spring green yellow purple cornsilk,Brand#42,Manufacturer#4,STANDARD POLISHED BRASS,44,39732,0.06
58,Customer#000000058,g9ap7Dk1Sv9fcXEWjpMYpBZIRUohi T,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,174,hot cornflower slate saddle pale,Brand#15,Manufacturer#1,ECONOMY BRUSHED COPPER,5,5370.85,0.07
124,Customer#000000124,"aTbyVAW5tCd,v09O",AUTOMOBILE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,5,forest brown coral puff cream,Brand#32,Manufacturer#3,STANDARD POLISHED TIN,45,40725,0
89,Customer#000000089,"dtR, y9JQWUO6FoJExyp8whOU",FURNITURE,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,109,lemon black indian cornflower pale,Brand#33,Manufacturer#3,ECONOMY POLISHED TIN,36,36327.6,0.02
1,Customer#000000001,"IVhzIApeRb ot,c,E",BUILDING,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,62,tan cornsilk spring grey chocolate,Brand#35,Manufacturer#3,STANDARD BRUSHED BRASS,15,14430.9,0.07
73,Customer#000000073,8IhIxreu4Ug6tt5mog4,BUILDING,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,136,cornsilk maroon blanched thistle rosy,Brand#22,Manufacturer#2,SMALL PLATED STEEL,34,35228.42,0.01
44,Customer#000000044,"Oi,dOSPwDu4jo4x,,P85E0dmhZGvNtBwi",AUTOMOBILE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,177,indian turquoise purple green spring,Brand#21,Manufacturer#2,MEDIUM BRUSHED STEEL,12,12926.04,0.06
1,Customer#000000001,"IVhzIApeRb ot,c,E",BUILDING,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,109,lemon black indian cornflower pale,Brand#33,Manufacturer#3,ECONOMY POLISHED TIN,27,27245.7,0.04
109,Customer#000000109,OOOkYBgCMzgMQXUmkocoLb56rfrdWp2NE2c,BUILDING,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,65,slate drab medium puff gainsboro,Brand#53,Manufacturer#5,MEDIUM BRUSHED COPPER,37,35707.22,0.03
89,Customer#000000089,"dtR, y9JQWUO6FoJExyp8whOU",FURNITURE,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,59,misty brown medium mint salmon,Brand#53,Manufacturer#5,MEDIUM POLISHED TIN,46,44116.3,0.08
46,Customer#000000046,eaTXWWm10L9,AUTOMOBILE,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,186,grey purple chocolate turquoise plum,Brand#23,Manufacturer#2,ECONOMY BRUSHED TIN,9,9775.62,0.07
64,Customer#000000064,"MbCeGY20kaKK3oalJD,OT",BUILDING,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,122,gainsboro royal forest dark lace,Brand#21,Manufacturer#2,MEDIUM ANODIZED TIN,47,48039.64,0.06
122,Customer#000000122,yp5slqoNd26lAENZW3a67wSfXA6hTF,HOUSEHOLD,6,Supplier#000000006,tQxuVm7s7CnK,14,KENYA,0,AFRICA,61,light tan linen tomato peach,Brand#54,Manufacturer#5,SMALL BURNISHED NICKEL,17,16338.02,0.03
131,Customer#000000131,"jyN6lAjb1FtH10rMC,XzlWyCBrg75",HOUSEHOLD,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,101,powder deep lavender violet gainsboro,Brand#32,Manufacturer#3,LARGE ANODIZED STEEL,28,28030.8,0.04
131,Customer#000000131,"jyN6lAjb1FtH10rMC,XzlWyCBrg75",HOUSEHOLD,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,200,peach cornsilk navy rosy red,Brand#54,Manufacturer#5,MEDIUM POLISHED BRASS,20,22004,0.05
52,Customer#000000052,7 QOqGqqSy9jfV51BC71jcHJSD0,HOUSEHOLD,4,Supplier#000000004,Bk7ah4CK8SYQTepEmvMkkgMwg,15,MOROCCO,0,AFRICA,152,white sky antique tomato chartreuse,Brand#53,Manufacturer#5,MEDIUM POLISHED STEEL,46,48398.9,0.07
122,Customer#000000122,yp5slqoNd26lAENZW3a67wSfXA6hTF,HOUSEHOLD,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,12,cornflower wheat orange maroon ghost,Brand#33,Manufacturer#3,MEDIUM ANODIZED STEEL,33,30096.33,0.04
14,Customer#000000014,KXkletMlL2JQEA ,FURNITURE,5,Supplier#000000005,Gcdm2rJRzl5qlTVzc,11,IRAQ,4,MIDDLE EAST,122,gainsboro royal forest dark lace,Brand#21,Manufacturer#2,MEDIUM ANODIZED TIN,7,7154.84,0.08
14,Customer#000000014,KXkletMlL2JQEA ,FURNITURE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,109,lemon black indian cornflower pale,Brand#33,Manufacturer#3,ECONOMY POLISHED TIN,36,36327.6,0.07
74,Customer#000000074,"IkJHCA3ZThF7qL7VKcrU nRLl,kylf ",MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,191,mint midnight puff forest peach,Brand#31,Manufacturer#3,MEDIUM POLISHED BRASS,7,7638.33,0.06
55,Customer#000000055,zIRBR4KNEl HzaiV3a i9n6elrxzDEh8r8pDom,MACHINERY,7,Supplier#000000007,"s,4TicNGB4uO6PaSqNBUq",23,UNITED KINGDOM,3,EUROPE,55,sky cream deep tomato rosy,Brand#23,Manufacturer#2,ECONOMY BRUSHED COPPER,24,22921.2,0.07
149,Customer#000000149,3byTHCp2mNLPigUrrq,AUTOMOBILE,3,Supplier#000000003,"q1,G3Pj6OjIuUYfUoH18BFTKP5aU9bEV3",1,ARGENTINA,1,AMERICA,82,khaki tomato purple almond tan,Brand#15,Manufacturer#1,ECONOMY POLISHED TIN,30,29462.4,0.04
79,Customer#000000079,"n5hH2ftkVRwW8idtD,BmM2",MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,100,cyan orchid indian cornflower saddle,Brand#33,Manufacturer#3,ECONOMY ANODIZED TIN,48,48004.8,0.05
70,Customer#000000070,mFowIuhnHjp2GjCiYYavkW kUwOjIaTCQ,FURNITURE,10,Supplier#000000010,Saygah3gYWMp72i PY,24,UNITED STATES,1,AMERICA,169,bisque misty sky cornflower peach,Brand#55,Manufacturer#5,STANDARD POLISHED BRASS,38,40628.08,0.06
79,Customer#000000079,"n5hH2ftkVRwW8idtD,BmM2",MACHINERY,2,Supplier#000000002,"89eJ5ksX3ImxJQBvxObC,",5,ETHIOPIA,0,AFRICA,143,bisque dodger blanched steel maroon,Brand#34,Manufacturer#3,ECONOMY PLATED TIN,23,23992.22,0.07
